# t_delta (frames) = 2ps
          # r (Angstrom)        Gs(r,t)_mean         Gs(r,t)_std
               7.32500000          0.00000217          0.00000045
               7.37500000          0.00000193          0.00000080
               7.42500000          0.00000165          0.00000092
               7.47500000          0.00000135          0.00000036
               7.52500000          0.00000133          0.00000067
               7.57500000          0.00000117          0.00000054
               7.62500000          0.00000092          0.00000023
               7.67500000          0.00000085          0.00000027
               7.72500000          0.00000134          0.00000067
               7.77500000          0.00000077          0.00000041
               7.82500000          0.00000088          0.00000027
               7.87500000          0.00000096          0.00000034
               7.92500000          0.00000071          0.00000030
               7.97500000          0.00000081          0.00000042
               8.02500000          0.00000090          0.00000046
               8.07500000          0.00000065          0.00000019
               8.12500000          0.00000055          0.00000016
               8.17500000          0.00000056          0.00000027
               8.22500000          0.00000040          0.00000026
               8.27500000          0.00000033          0.00000013
               8.32500000          0.00000061          0.00000022
               8.37500000          0.00000034          0.00000022
               8.42500000          0.00000039          0.00000026
               8.47500000          0.00000041          0.00000009
               8.52500000          0.00000025          0.00000007
               8.57500000          0.00000036          0.00000026
               8.62500000          0.00000034          0.00000030
               8.67500000          0.00000039          0.00000015
               8.72500000          0.00000028          0.00000019
               8.77500000          0.00000019          0.00000011
               8.82500000          0.00000035          0.00000027
               8.87500000          0.00000030          0.00000011
               8.92500000          0.00000024          0.00000021
               8.97500000          0.00000018          0.00000009
               9.02500000          0.00000017          0.00000018
               9.07500000          0.00000014          0.00000013
               9.12500000          0.00000023          0.00000021
               9.17500000          0.00000020          0.00000013
               9.22500000          0.00000017          0.00000013
               9.27500000          0.00000007          0.00000008
               9.32500000          0.00000013          0.00000005
               9.37500000          0.00000009          0.00000011
               9.42500000          0.00000012          0.00000005
               9.47500000          0.00000009          0.00000007
               9.52500000          0.00000014          0.00000007
               9.57500000          0.00000009          0.00000010
               9.62500000          0.00000010          0.00000006
               9.67500000          0.00000006          0.00000007
               9.72500000          0.00000010          0.00000007
               9.77500000          0.00000005          0.00000005
               9.82500000          0.00000012          0.00000011
               9.87500000          0.00000014          0.00000013
               9.92500000          0.00000005          0.00000005
               9.97500000          0.00000006          0.00000004
              10.02500000          0.00000003          0.00000005
              10.07500000          0.00000003          0.00000005
              10.12500000          0.00000002          0.00000003
              10.17500000          0.00000006          0.00000006
              10.22500000          0.00000004          0.00000006
              10.27500000          0.00000001          0.00000002
              10.32500000          0.00000004          0.00000004
              10.37500000          0.00000003          0.00000005
              10.42500000          0.00000002          0.00000003
              10.47500000          0.00000002          0.00000003
              10.52500000          0.00000001          0.00000002
              10.57500000          0.00000002          0.00000003
              10.62500000          0.00000001          0.00000002
              10.67500000          0.00000000          0.00000000
              10.72500000          0.00000002          0.00000003
              10.77500000          0.00000001          0.00000002
              10.82500000          0.00000004          0.00000004
              10.87500000          0.00000001          0.00000002
              10.92500000          0.00000000          0.00000000
              10.97500000          0.00000001          0.00000002
              11.02500000          0.00000001          0.00000002
              11.07500000          0.00000001          0.00000002
              11.12500000          0.00000002          0.00000003
              11.17500000          0.00000001          0.00000002
              11.22500000          0.00000001          0.00000002
              11.27500000          0.00000001          0.00000002
              11.32500000          0.00000000          0.00000000
              11.37500000          0.00000001          0.00000002
              11.42500000          0.00000000          0.00000000
              11.47500000          0.00000000          0.00000000
              11.52500000          0.00000000          0.00000000
              11.57500000          0.00000001          0.00000002
              11.62500000          0.00000000          0.00000000
              11.67500000          0.00000001          0.00000002
              11.72500000          0.00000000          0.00000000
              11.77500000          0.00000000          0.00000000
              11.82500000          0.00000001          0.00000002
              11.87500000          0.00000000          0.00000000
              11.92500000          0.00000000          0.00000000
              11.97500000          0.00000000          0.00000000
              12.02500000          0.00000000          0.00000000
              12.07500000          0.00000001          0.00000002
              12.12500000          0.00000000          0.00000000
              12.17500000          0.00000001          0.00000002
              12.22500000          0.00000001          0.00000002
              12.27500000          0.00000000          0.00000000
              12.32500000          0.00000001          0.00000002
              12.37500000          0.00000000          0.00000000
              12.42500000          0.00000000          0.00000000
              12.47500000          0.00000001          0.00000002
              12.52500000          0.00000000          0.00000000
              12.57500000          0.00000000          0.00000000
              12.62500000          0.00000000          0.00000000
              12.67500000          0.00000001          0.00000002
              12.72500000          0.00000001          0.00000002
              12.77500000          0.00000000          0.00000000
              12.82500000          0.00000000          0.00000000
              12.87500000          0.00000000          0.00000000
              12.92500000          0.00000000          0.00000000
              12.97500000          0.00000000          0.00000000
              13.02500000          0.00000000          0.00000000
              13.07500000          0.00000000          0.00000000
              13.12500000          0.00000000          0.00000000
              13.17500000          0.00000000          0.00000000
              13.22500000          0.00000000          0.00000000
              13.27500000          0.00000000          0.00000000
              13.32500000          0.00000000          0.00000000
              13.37500000          0.00000000          0.00000000
              13.42500000          0.00000000          0.00000000
              13.47500000          0.00000000          0.00000000
              13.52500000          0.00000000          0.00000000
              13.57500000          0.00000000          0.00000000
              13.62500000          0.00000000          0.00000000
              13.67500000          0.00000000          0.00000000
              13.72500000          0.00000001          0.00000001
              13.77500000          0.00000000          0.00000000
              13.82500000          0.00000000          0.00000000
              13.87500000          0.00000000          0.00000000
              13.92500000          0.00000000          0.00000000
              13.97500000          0.00000000          0.00000000
              14.02500000          0.00000000          0.00000000
              14.07500000          0.00000000          0.00000000
              14.12500000          0.00000000          0.00000000
              14.17500000          0.00000000          0.00000000
              14.22500000          0.00000000          0.00000000
              14.27500000          0.00000000          0.00000000
              14.32500000          0.00000000          0.00000000
              14.37500000          0.00000000          0.00000000
              14.42500000          0.00000000          0.00000000
              14.47500000          0.00000000          0.00000000
              14.52500000          0.00000000          0.00000000
              14.57500000          0.00000000          0.00000000
              14.62500000          0.00000000          0.00000000
              14.67500000          0.00000000          0.00000000
              14.72500000          0.00000000          0.00000000
              14.77500000          0.00000000          0.00000000
              14.82500000          0.00000000          0.00000000
              14.87500000          0.00000000          0.00000000
              14.92500000          0.00000000          0.00000000
              14.97500000          0.00000000          0.00000000
              15.02500000          0.00000000          0.00000000
              15.07500000          0.00000000          0.00000000
              15.12500000          0.00000000          0.00000000
              15.17500000          0.00000000          0.00000000
              15.22500000          0.00000000          0.00000000
              15.27500000          0.00000000          0.00000000
              15.32500000          0.00000000          0.00000000
              15.37500000          0.00000000          0.00000000
              15.42500000          0.00000000          0.00000000
              15.47500000          0.00000000          0.00000000
              15.52500000          0.00000000          0.00000000
              15.57500000          0.00000000          0.00000000
              15.62500000          0.00000000          0.00000000
              15.67500000          0.00000000          0.00000000
              15.72500000          0.00000000          0.00000000
              15.77500000          0.00000000          0.00000000
              15.82500000          0.00000000          0.00000000
              15.87500000          0.00000000          0.00000000
              15.92500000          0.00000000          0.00000000
              15.97500000          0.00000000          0.00000000
              16.02500000          0.00000000          0.00000000
              16.07500000          0.00000000          0.00000000
              16.12500000          0.00000000          0.00000000
              16.17500000          0.00000000          0.00000000
              16.22500000          0.00000000          0.00000000
              16.27500000          0.00000000          0.00000000
              16.32500000          0.00000000          0.00000000
              16.37500000          0.00000000          0.00000000
              16.42500000          0.00000000          0.00000000
              16.47500000          0.00000000          0.00000000
              16.52500000          0.00000000          0.00000000
              16.57500000          0.00000000          0.00000000
              16.62500000          0.00000000          0.00000000
              16.67500000          0.00000000          0.00000000
              16.72500000          0.00000000          0.00000000
              16.77500000          0.00000000          0.00000000
              16.82500000          0.00000000          0.00000000
              16.87500000          0.00000000          0.00000000
              16.92500000          0.00000000          0.00000000
              16.97500000          0.00000000          0.00000000
              17.02500000          0.00000000          0.00000000
              17.07500000          0.00000000          0.00000000
              17.12500000          0.00000000          0.00000000
              17.17500000          0.00000000          0.00000000
              17.22500000          0.00000000          0.00000000
              17.27500000          0.00000000          0.00000000
              17.32500000          0.00000000          0.00000000
              17.37500000          0.00000000          0.00000000
              17.42500000          0.00000000          0.00000000
              17.47500000          0.00000000          0.00000000
              17.52500000          0.00000000          0.00000000
              17.57500000          0.00000000          0.00000000
              17.62500000          0.00000000          0.00000000
              17.67500000          0.00000000          0.00000000
              17.72500000          0.00000000          0.00000000
              17.77500000          0.00000000          0.00000000
              17.82500000          0.00000000          0.00000000
              17.87500000          0.00000000          0.00000000
              17.92500000          0.00000000          0.00000000
              17.97500000          0.00000000          0.00000000
              18.02500000          0.00000000          0.00000000
              18.07500000          0.00000000          0.00000000
              18.12500000          0.00000000          0.00000000
              18.17500000          0.00000000          0.00000000
              18.22500000          0.00000000          0.00000000
              18.27500000          0.00000000          0.00000000
              18.32500000          0.00000000          0.00000000
              18.37500000          0.00000000          0.00000000
              18.42500000          0.00000000          0.00000000
              18.47500000          0.00000000          0.00000000
              18.52500000          0.00000000          0.00000000
              18.57500000          0.00000000          0.00000000
              18.62500000          0.00000000          0.00000000
              18.67500000          0.00000000          0.00000000
              18.72500000          0.00000000          0.00000000
              18.77500000          0.00000000          0.00000000
              18.82500000          0.00000000          0.00000000
              18.87500000          0.00000000          0.00000000
              18.92500000          0.00000000          0.00000000
              18.97500000          0.00000000          0.00000000
              19.02500000          0.00000000          0.00000000
              19.07500000          0.00000000          0.00000000
              19.12500000          0.00000000          0.00000000
              19.17500000          0.00000000          0.00000000
              19.22500000          0.00000000          0.00000000
              19.27500000          0.00000000          0.00000000
              19.32500000          0.00000000          0.00000000
              19.37500000          0.00000000          0.00000000
              19.42500000          0.00000000          0.00000000
              19.47500000          0.00000000          0.00000000
              19.52500000          0.00000000          0.00000000
              19.57500000          0.00000000          0.00000000
              19.62500000          0.00000000          0.00000000
              19.67500000          0.00000000          0.00000000
              19.72500000          0.00000000          0.00000000
              19.77500000          0.00000000          0.00000000
              19.82500000          0.00000000          0.00000000
              19.87500000          0.00000000          0.00000000
              19.92500000          0.00000000          0.00000000
              19.97500000          0.00000000          0.00000000
              20.02500000          0.00000000          0.00000000
              20.07500000          0.00000000          0.00000000
              20.12500000          0.00000000          0.00000000
              20.17500000          0.00000000          0.00000000
              20.22500000          0.00000000          0.00000000
              20.27500000          0.00000000          0.00000000
              20.32500000          0.00000000          0.00000000
              20.37500000          0.00000000          0.00000000
              20.42500000          0.00000000          0.00000000
              20.47500000          0.00000000          0.00000000
              20.52500000          0.00000000          0.00000000
              20.57500000          0.00000000          0.00000000
              20.62500000          0.00000000          0.00000000
              20.67500000          0.00000000          0.00000000
              20.72500000          0.00000000          0.00000000
              20.77500000          0.00000000          0.00000000
              20.82500000          0.00000000          0.00000000
              20.87500000          0.00000000          0.00000000
              20.92500000          0.00000000          0.00000000
              20.97500000          0.00000000          0.00000000
              21.02500000          0.00000000          0.00000000
              21.07500000          0.00000000          0.00000000
              21.12500000          0.00000000          0.00000000
              21.17500000          0.00000000          0.00000000
              21.22500000          0.00000000          0.00000000
              21.27500000          0.00000000          0.00000000
              21.32500000          0.00000000          0.00000000
              21.37500000          0.00000000          0.00000000
              21.42500000          0.00000000          0.00000000
              21.47500000          0.00000000          0.00000000
              21.52500000          0.00000000          0.00000000
              21.57500000          0.00000000          0.00000000
              21.62500000          0.00000000          0.00000000
              21.67500000          0.00000000          0.00000000
              21.72500000          0.00000000          0.00000000
              21.77500000          0.00000000          0.00000000
              21.82500000          0.00000000          0.00000000
              21.87500000          0.00000000          0.00000000
              21.92500000          0.00000000          0.00000000
              21.97500000          0.00000000          0.00000000
 
 
# t_delta (frames) = 28ps
          # r (Angstrom)        Gs(r,t)_mean         Gs(r,t)_std
               0.02500000          0.54483047          0.07415289
               0.07500000          0.39491067          0.03930181
               0.12500000          0.37896798          0.01004262
               0.17500000          0.35688970          0.01937758
               0.22500000          0.33403538          0.01201372
               0.27500000          0.32196038          0.00985875
               0.32500000          0.29453863          0.00853912
               0.37500000          0.26610966          0.00977723
               0.42500000          0.24244772          0.00876217
               0.47500000          0.21998737          0.00700959
               0.52500000          0.19585506          0.00735293
               0.57500000          0.17503200          0.00561197
               0.62500000          0.15300010          0.00485735
               0.67500000          0.13162435          0.00284141
               0.72500000          0.11413226          0.00307953
               0.77500000          0.09866489          0.00169085
               0.82500000          0.08476786          0.00190860
               0.87500000          0.07200478          0.00178416
               0.92500000          0.06176789          0.00161813
               0.97500000          0.05209846          0.00143390
               1.02500000          0.04445214          0.00096668
               1.07500000          0.03775434          0.00085348
               1.12500000          0.03184656          0.00073473
               1.17500000          0.02701963          0.00068578
               1.22500000          0.02320885          0.00054659
               1.27500000          0.01987009          0.00029274
               1.32500000          0.01685815          0.00023048
               1.37500000          0.01466198          0.00012891
               1.42500000          0.01243845          0.00011246
               1.47500000          0.01088360          0.00012924
               1.52500000          0.00943134          0.00014802
               1.57500000          0.00813863          0.00020665
               1.62500000          0.00715218          0.00014965
               1.67500000          0.00613082          0.00014209
               1.72500000          0.00548986          0.00015201
               1.77500000          0.00482587          0.00016450
               1.82500000          0.00440038          0.00019185
               1.87500000          0.00384802          0.00010930
               1.92500000          0.00350795          0.00010281
               1.97500000          0.00313601          0.00007663
               2.02500000          0.00282896          0.00011775
               2.07500000          0.00256024          0.00011166
               2.12500000          0.00233945          0.00010595
               2.17500000          0.00211066          0.00011856
               2.22500000          0.00192893          0.00008971
               2.27500000          0.00174616          0.00010724
               2.32500000          0.00161183          0.00009159
               2.37500000          0.00151145          0.00005697
               2.42500000          0.00140119          0.00005968
               2.47500000          0.00129366          0.00008587
               2.52500000          0.00117447          0.00007136
               2.57500000          0.00112672          0.00006996
               2.62500000          0.00104938          0.00005615
               2.67500000          0.00096469          0.00006532
               2.72500000          0.00089699          0.00003829
               2.77500000          0.00082608          0.00007039
               2.82500000          0.00079094          0.00005380
               2.87500000          0.00072178          0.00003188
               2.92500000          0.00068182          0.00004367
               2.97500000          0.00062992          0.00005190
               3.02500000          0.00059590          0.00004285
               3.07500000          0.00055444          0.00005947
               3.12500000          0.00052222          0.00005056
               3.17500000          0.00048504          0.00002932
               3.22500000          0.00045639          0.00002852
               3.27500000          0.00043350          0.00003298
               3.32500000          0.00039514          0.00004011
               3.37500000          0.00037589          0.00002390
               3.42500000          0.00035350          0.00002312
               3.47500000          0.00033375          0.00004110
               3.52500000          0.00030504          0.00001962
               3.57500000          0.00029183          0.00002719
               3.62500000          0.00027766          0.00002526
               3.67500000          0.00026550          0.00002306
               3.72500000          0.00024137          0.00002732
               3.77500000          0.00022604          0.00003637
               3.82500000          0.00020783          0.00002418
               3.87500000          0.00019131          0.00001943
               3.92500000          0.00018981          0.00002123
               3.97500000          0.00017523          0.00002735
               4.02500000          0.00016173          0.00002424
               4.07500000          0.00014891          0.00001147
               4.12500000          0.00013827          0.00001717
               4.17500000          0.00013485          0.00001202
               4.22500000          0.00012399          0.00001688
               4.27500000          0.00011392          0.00001268
               4.32500000          0.00010574          0.00001369
               4.37500000          0.00010047          0.00001210
               4.42500000          0.00009466          0.00001321
               4.47500000          0.00008896          0.00000862
               4.52500000          0.00008689          0.00001248
               4.57500000          0.00007752          0.00001064
               4.62500000          0.00006961          0.00001013
               4.67500000          0.00006708          0.00000494
               4.72500000          0.00006280          0.00000806
               4.77500000          0.00005909          0.00001171
               4.82500000          0.00005478          0.00000933
               4.87500000          0.00005111          0.00000890
               4.92500000          0.00004739          0.00000632
               4.97500000          0.00004728          0.00000980
               5.02500000          0.00004109          0.00000775
               5.07500000          0.00003780          0.00000603
               5.12500000          0.00003602          0.00000739
               5.17500000          0.00003315          0.00000616
               5.22500000          0.00003152          0.00000478
               5.27500000          0.00002760          0.00000673
               5.32500000          0.00002728          0.00000543
               5.37500000          0.00002599          0.00000531
               5.42500000          0.00002485          0.00000602
               5.47500000          0.00002066          0.00000416
               5.52500000          0.00002089          0.00000401
               5.57500000          0.00001901          0.00000393
               5.62500000          0.00001806          0.00000449
               5.67500000          0.00001884          0.00000240
               5.72500000          0.00001677          0.00000374
               5.77500000          0.00001425          0.00000402
               5.82500000          0.00001438          0.00000377
               5.87500000          0.00001294          0.00000343
               5.92500000          0.00001110          0.00000247
               5.97500000          0.00001296          0.00000240
               6.02500000          0.00001259          0.00000252
               6.07500000          0.00001108          0.00000386
               6.12500000          0.00000999          0.00000261
               6.17500000          0.00000908          0.00000151
               6.22500000          0.00000950          0.00000263
               6.27500000          0.00000888          0.00000205
               6.32500000          0.00000780          0.00000201
               6.37500000          0.00000706          0.00000217
               6.42500000          0.00000695          0.00000258
               6.47500000          0.00000717          0.00000236
               6.52500000          0.00000609          0.00000273
               6.57500000          0.00000552          0.00000156
               6.62500000          0.00000539          0.00000120
               6.67500000          0.00000549          0.00000198
               6.72500000          0.00000483          0.00000224
               6.77500000          0.00000418          0.00000176
               6.82500000          0.00000366          0.00000077
               6.87500000          0.00000346          0.00000133
               6.92500000          0.00000410          0.00000125
               6.97500000          0.00000366          0.00000147
               7.02500000          0.00000308          0.00000082
               7.07500000          0.00000306          0.00000149
               7.12500000          0.00000254          0.00000058
               7.17500000          0.00000238          0.00000082
               7.22500000          0.00000223          0.00000074
               7.27500000          0.00000225          0.00000056
               7.32500000          0.00000173          0.00000089
               7.37500000          0.00000206          0.00000066
               7.42500000          0.00000160          0.00000071
               7.47500000          0.00000157          0.00000070
               7.52500000          0.00000149          0.00000037
               7.57500000          0.00000143          0.00000070
               7.62500000          0.00000134          0.00000046
               7.67500000          0.00000140          0.00000039
               7.72500000          0.00000121          0.00000042
               7.77500000          0.00000115          0.00000025
               7.82500000          0.00000125          0.00000071
               7.87500000          0.00000099          0.00000036
               7.92500000          0.00000086          0.00000038
               7.97500000          0.00000079          0.00000046
               8.02500000          0.00000103          0.00000037
               8.07500000          0.00000077          0.00000037
               8.12500000          0.00000064          0.00000018
               8.17500000          0.00000067          0.00000026
               8.22500000          0.00000056          0.00000019
               8.27500000          0.00000050          0.00000020
               8.32500000          0.00000049          0.00000018
               8.37500000          0.00000049          0.00000024
               8.42500000          0.00000055          0.00000021
               8.47500000          0.00000048          0.00000013
               8.52500000          0.00000035          0.00000028
               8.57500000          0.00000037          0.00000034
               8.62500000          0.00000043          0.00000022
               8.67500000          0.00000027          0.00000014
               8.72500000          0.00000045          0.00000025
               8.77500000          0.00000025          0.00000014
               8.82500000          0.00000028          0.00000014
               8.87500000          0.00000039          0.00000004
               8.92500000          0.00000033          0.00000018
               8.97500000          0.00000028          0.00000018
               9.02500000          0.00000025          0.00000013
               9.07500000          0.00000019          0.00000009
               9.12500000          0.00000027          0.00000017
               9.17500000          0.00000014          0.00000005
               9.22500000          0.00000012          0.00000009
               9.27500000          0.00000011          0.00000006
               9.32500000          0.00000013          0.00000012
               9.37500000          0.00000017          0.00000015
               9.42500000          0.00000013          0.00000010
               9.47500000          0.00000005          0.00000005
               9.52500000          0.00000015          0.00000010
               9.57500000          0.00000007          0.00000003
               9.62500000          0.00000010          0.00000012
               9.67500000          0.00000006          0.00000004
               9.72500000          0.00000006          0.00000006
               9.77500000          0.00000012          0.00000010
               9.82500000          0.00000013          0.00000011
               9.87500000          0.00000007          0.00000010
               9.92500000          0.00000006          0.00000000
               9.97500000          0.00000013          0.00000012
              10.02500000          0.00000007          0.00000005
              10.07500000          0.00000005          0.00000005
              10.12500000          0.00000007          0.00000002
              10.17500000          0.00000003          0.00000005
              10.22500000          0.00000005          0.00000009
              10.27500000          0.00000005          0.00000007
              10.32500000          0.00000006          0.00000007
              10.37500000          0.00000003          0.00000005
              10.42500000          0.00000002          0.00000005
              10.47500000          0.00000002          0.00000003
              10.52500000          0.00000003          0.00000005
              10.57500000          0.00000003          0.00000007
              10.62500000          0.00000006          0.00000004
              10.67500000          0.00000004          0.00000004
              10.72500000          0.00000003          0.00000004
              10.77500000          0.00000003          0.00000004
              10.82500000          0.00000001          0.00000002
              10.87500000          0.00000001          0.00000002
              10.92500000          0.00000002          0.00000003
              10.97500000          0.00000002          0.00000003
              11.02500000          0.00000002          0.00000003
              11.07500000          0.00000000          0.00000000
              11.12500000          0.00000001          0.00000002
              11.17500000          0.00000000          0.00000000
              11.22500000          0.00000000          0.00000000
              11.27500000          0.00000001          0.00000002
              11.32500000          0.00000000          0.00000000
              11.37500000          0.00000000          0.00000000
              11.42500000          0.00000001          0.00000002
              11.47500000          0.00000000          0.00000000
              11.52500000          0.00000000          0.00000000
              11.57500000          0.00000000          0.00000000
              11.62500000          0.00000001          0.00000002
              11.67500000          0.00000000          0.00000000
              11.72500000          0.00000000          0.00000000
              11.77500000          0.00000001          0.00000002
              11.82500000          0.00000000          0.00000000
              11.87500000          0.00000001          0.00000002
              11.92500000          0.00000000          0.00000000
              11.97500000          0.00000001          0.00000002
              12.02500000          0.00000000          0.00000000
              12.07500000          0.00000001          0.00000002
              12.12500000          0.00000000          0.00000000
              12.17500000          0.00000001          0.00000002
              12.22500000          0.00000000          0.00000000
              12.27500000          0.00000000          0.00000000
              12.32500000          0.00000000          0.00000000
              12.37500000          0.00000001          0.00000002
              12.42500000          0.00000000          0.00000000
              12.47500000          0.00000001          0.00000002
              12.52500000          0.00000000          0.00000000
              12.57500000          0.00000001          0.00000002
              12.62500000          0.00000001          0.00000002
              12.67500000          0.00000000          0.00000000
              12.72500000          0.00000000          0.00000000
              12.77500000          0.00000000          0.00000000
              12.82500000          0.00000000          0.00000000
              12.87500000          0.00000000          0.00000000
              12.92500000          0.00000000          0.00000000
              12.97500000          0.00000000          0.00000000
              13.02500000          0.00000000          0.00000000
              13.07500000          0.00000000          0.00000000
              13.12500000          0.00000000          0.00000000
              13.17500000          0.00000001          0.00000001
              13.22500000          0.00000000          0.00000000
              13.27500000          0.00000000          0.00000000
              13.32500000          0.00000000          0.00000000
              13.37500000          0.00000001          0.00000001
              13.42500000          0.00000000          0.00000000
              13.47500000          0.00000000          0.00000000
              13.52500000          0.00000000          0.00000000
              13.57500000          0.00000000          0.00000000
              13.62500000          0.00000000          0.00000000
              13.67500000          0.00000000          0.00000000
              13.72500000          0.00000001          0.00000001
              13.77500000          0.00000000          0.00000000
              13.82500000          0.00000000          0.00000000
              13.87500000          0.00000001          0.00000001
              13.92500000          0.00000000          0.00000000
              13.97500000          0.00000000          0.00000000
              14.02500000          0.00000000          0.00000000
              14.07500000          0.00000000          0.00000000
              14.12500000          0.00000000          0.00000000
              14.17500000          0.00000000          0.00000000
              14.22500000          0.00000000          0.00000000
              14.27500000          0.00000000          0.00000000
              14.32500000          0.00000000          0.00000000
              14.37500000          0.00000000          0.00000000
              14.42500000          0.00000000          0.00000000
              14.47500000          0.00000000          0.00000000
              14.52500000          0.00000000          0.00000000
              14.57500000          0.00000000          0.00000000
              14.62500000          0.00000000          0.00000000
              14.67500000          0.00000000          0.00000000
              14.72500000          0.00000000          0.00000000
              14.77500000          0.00000000          0.00000000
              14.82500000          0.00000000          0.00000000
              14.87500000          0.00000000          0.00000000
              14.92500000          0.00000000          0.00000000
              14.97500000          0.00000000          0.00000000
              15.02500000          0.00000000          0.00000000
              15.07500000          0.00000000          0.00000000
              15.12500000          0.00000000          0.00000000
              15.17500000          0.00000000          0.00000000
              15.22500000          0.00000000          0.00000000
              15.27500000          0.00000000          0.00000000
              15.32500000          0.00000000          0.00000000
              15.37500000          0.00000000          0.00000000
              15.42500000          0.00000000          0.00000000
              15.47500000          0.00000000          0.00000000
              15.52500000          0.00000000          0.00000000
              15.57500000          0.00000000          0.00000000
              15.62500000          0.00000000          0.00000000
              15.67500000          0.00000000          0.00000000
              15.72500000          0.00000000          0.00000000
              15.77500000          0.00000000          0.00000000
              15.82500000          0.00000000          0.00000000
              15.87500000          0.00000000          0.00000000
              15.92500000          0.00000000          0.00000000
              15.97500000          0.00000000          0.00000000
              16.02500000          0.00000000          0.00000000
              16.07500000          0.00000000          0.00000000
              16.12500000          0.00000000          0.00000000
              16.17500000          0.00000000          0.00000000
              16.22500000          0.00000000          0.00000000
              16.27500000          0.00000000          0.00000000
              16.32500000          0.00000000          0.00000000
              16.37500000          0.00000000          0.00000000
              16.42500000          0.00000000          0.00000000
              16.47500000          0.00000000          0.00000000
              16.52500000          0.00000000          0.00000000
              16.57500000          0.00000000          0.00000000
              16.62500000          0.00000000          0.00000000
              16.67500000          0.00000000          0.00000000
              16.72500000          0.00000000          0.00000000
              16.77500000          0.00000000          0.00000000
              16.82500000          0.00000000          0.00000000
              16.87500000          0.00000000          0.00000000
              16.92500000          0.00000000          0.00000000
              16.97500000          0.00000000          0.00000000
              17.02500000          0.00000000          0.00000000
              17.07500000          0.00000000          0.00000000
              17.12500000          0.00000000          0.00000000
              17.17500000          0.00000000          0.00000000
              17.22500000          0.00000000          0.00000000
              17.27500000          0.00000000          0.00000000
              17.32500000          0.00000000          0.00000000
              17.37500000          0.00000000          0.00000000
              17.42500000          0.00000000          0.00000000
              17.47500000          0.00000000          0.00000000
              17.52500000          0.00000000          0.00000000
              17.57500000          0.00000000          0.00000000
              17.62500000          0.00000000          0.00000000
              17.67500000          0.00000000          0.00000000
              17.72500000          0.00000000          0.00000000
              17.77500000          0.00000000          0.00000000
              17.82500000          0.00000000          0.00000000
              17.87500000          0.00000000          0.00000000
              17.92500000          0.00000000          0.00000000
              17.97500000          0.00000000          0.00000000
              18.02500000          0.00000000          0.00000000
              18.07500000          0.00000000          0.00000000
              18.12500000          0.00000000          0.00000000
              18.17500000          0.00000000          0.00000000
              18.22500000          0.00000000          0.00000000
              18.27500000          0.00000000          0.00000000
              18.32500000          0.00000000          0.00000000
              18.37500000          0.00000000          0.00000000
              18.42500000          0.00000000          0.00000000
              18.47500000          0.00000000          0.00000000
              18.52500000          0.00000000          0.00000000
              18.57500000          0.00000000          0.00000000
              18.62500000          0.00000000          0.00000000
              18.67500000          0.00000000          0.00000000
              18.72500000          0.00000000          0.00000000
              18.77500000          0.00000000          0.00000000
              18.82500000          0.00000000          0.00000000
              18.87500000          0.00000000          0.00000000
              18.92500000          0.00000000          0.00000000
              18.97500000          0.00000000          0.00000000
              19.02500000          0.00000000          0.00000000
              19.07500000          0.00000000          0.00000000
              19.12500000          0.00000000          0.00000000
              19.17500000          0.00000000          0.00000000
              19.22500000          0.00000000          0.00000000
              19.27500000          0.00000000          0.00000000
              19.32500000          0.00000000          0.00000000
